name,status,idx,group,country,link
2S1 Gvozdika with ZU-23 AA gun,captured,1,Armoured Fighting Vehicles,RUS,https://i.postimg.cc/Yq5q4HcW/88kj.png 
9P149 Shturm-S ATGM carrier,destroyed,1,Armoured Fighting Vehicles,RUS,https://i.postimg.cc/FKPZs7Ws/874.png
R-149MA1 unified command and staff vehicle,captured,1,Armoured Fighting Vehicles,RUS,https://i.postimg.cc/hG5hhQJp/59.png
R-149MA1 unified command and staff vehicle,captured,2,Armoured Fighting Vehicles,RUS,https://i.postimg.cc/kgBKhrFT/884.png
BMP-2,destroyed,1,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/RCtc2sB0/554.png
BMP-2,destroyed,2,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/26qYmmgL/668.png
BMP-2,destroyed,3,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/43mvcd15/b1.png
BMP-2,destroyed,4,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/NMX1NzS2/b2.png
BMP-2,destroyed,5,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/7Z1483JC/4433.png
BMP-2,destroyed,6,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/7Z1483JC/4433.png
BMP-2,abandoned,7,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/vBy9TRg0/77699.png
BMP-2,abandoned,8,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png
BMP-2,abandoned,9,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png
BMP-2,abandoned,10,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png
BMP-2,abandoned,11,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/tJM8dQNL/h77.png
BMP-2,captured,12,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/T1HJcX0f/776.png
BMP-2,captured,13,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/QtN7DcKC/559.png
BMP-2,captured,14,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/Zn38wp9q/680.png
BMP-3,abandoned,1,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/RCbVXLw4/3344.png
BMP-3,abandoned,2,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/C1xS4R1R/332222.png
BMP-3,captured,3,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/gc3DsCqV/Screenshot-8343.png
BMP-3,captured,4,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/yYBTbLvw/Screenshot-8345.png
BMD-2,abandoned,1,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/xjLsrGfV/79.png
BMD-2,captured,2,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/rssnsRcT/5799.png
BMD-4M,destroyed,1,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/gjmtWttx/548.png
BMD-4M,abandoned,2,Infantry Fighting Vehicles,RUS, https://i.postimg.cc/MZy05BrN/674.png 
BTR-82A,destroyed,1,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/85gFCPXs/bb1.png
BTR-82A,abandoned,2,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/J01GbYLL/bb2.png
BTR-82A,abandoned,3,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/bJDw1Gdq/46.png
BTR-82A,abandoned,4,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/Kc32fSfv/6658.png
BTR-82A,captured,5,Infantry Fighting Vehicles,RUS,https://i.postimg.cc/vmkFs4Bx/4437.png
BTR-80,destroyed,1,Armoured Personnel Carriers,RUS,https://i.postimg.cc/Dwp3QN7Q/Screenshot-8275.png
BTR-80,destroyed,2,Armoured Personnel Carriers,RUS,https://i.postimg.cc/nzTPBQHM/n1.png
BTR-80,captured,3,Armoured Personnel Carriers,RUS,https://i.postimg.cc/cJCm25Z1/n2.png
BTR-D,destroyed,1,Armoured Personnel Carriers,RUS,https://i.postimg.cc/J4crJP7d/46.png
BTR-D,captured,2,Armoured Personnel Carriers,RUS,https://i.postimg.cc/kgBKhrFT/884.png
BTR-D,captured,3,Armoured Personnel Carriers,RUS,https://i.postimg.cc/kgBKhrFT/884.png
BTR-D,captured,4,Armoured Personnel Carriers,RUS,https://i.postimg.cc/bN80m24w/6688.png
KamAZ-63968 Typhoon,captured,1,Mine-resistant Ambush Protected,RUS,https://postlmg.cc/sGfMhkCN
KamAZ-63968 Typhoon,captured,2,Mine-resistant Ambush Protected,RUS,https://i.postimg.cc/8c2xJRvB/570.png
GAZ Tigr-M,destroyed,1,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/W1VpzFcv/5578.png
GAZ Tigr-M,destroyed,2,Infantry Mobility Vehicles,RUS,https://postimg.cc/f3bh0QRp
GAZ Tigr-M,destroyed,3,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/RFjRh5VD/776d.png
GAZ Tigr-M,destroyed,4,Infantry Mobility Vehicles,RUS,https://postimg.cc/jnsX0hVw
GAZ Tigr-M,destroyed,5,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/26Q08q6c/m9.png
GAZ Tigr-M,destroyed,6,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/XYsxrSnW/Screenshot-8293.png
GAZ Tigr-M,destroyed,7,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/pVGgCB1P/449.png
GAZ Tigr-M,destroyed,8,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/5trrQyZ5/435.png
GAZ Tigr-M,destroyed,9,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/5trrQyZ5/435.png
GAZ Tigr-M,destroyed,10,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/7YDqZt1H/4435.png
GAZ Tigr-M,damaged,11,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/ZKDrDbck/85.png
GAZ Tigr-M,abandoned,12,Infantry Mobility Vehicles,RUS,https://postimg.cc/KKD3Shmf
GAZ Tigr-M,captured,13,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/JzBRKYtc/5j.png
GAZ Tigr-M,captured,14,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/dVQxVhc7/58p.png
GAZ Tigr-M,captured,15,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/BbVkvq1j/450.png
GAZ Tigr-M,captured,16,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/fyL1Z3k4/448.png
GAZ Tigr-M,captured,17,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/fyL1Z3k4/448.png
GAZ Tigr-M,captured,18,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/X7HWmbHB/7762.png
Iveco LMV 'Rys',destroyed,1,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/TPmCH0KS/ff2.png
Iveco LMV 'Rys',captured,2,Infantry Mobility Vehicles,RUS,https://i.postimg.cc/C5gfTFhF/680o.png
R-419L1 communication station,abandoned,1,Communications Vehicles,RUS,https://i.postimg.cc/HWF2jVg6/5588.png
KamAZ 6x6,captured,1,Communications Vehicles,RUS,https://i.postimg.cc/DfxxKLnD/84.png
BREM-K armoured recovery vehicle,captured,1,Engineering Vehicles,RUS,https://i.postimg.cc/mkmwnq7g/760.png
IMR-2 combat engineering vehicle,destroyed,1,Engineering Vehicles,RUS,https://i.postimg.cc/xdbysNZ7/5548.png
TMM-3 bridge layer,destroyed,1,Engineering Vehicles,RUS,https://i.postimg.cc/HxVW1CCJ/Screenshot-8212.png
TMM-3 bridge layer,captured,2,Engineering Vehicles,RUS,https://i.postimg.cc/FRhY7mzP/75.png
TMM-3 bridge layer,captured,3,Engineering Vehicles,RUS,https://i.postimg.cc/X7wjb8tg/Screenshot-8214.png
TMM-3 bridge layer,captured,4,Engineering Vehicles,RUS,https://i.postimg.cc/Y0Fpjf0M/Screenshot-8216.png
TMM-3 bridge layer,captured,5,Engineering Vehicles,RUS,https://i.postimg.cc/FHN9sS4X/Screenshot-8217.png
PMP floating bridge,destroyed,1,Engineering Vehicles,RUS,https://i.postimg.cc/2SK7crq5/4g.png
PMP floating bridge,destroyed,2,Engineering Vehicles,RUS,https://i.postimg.cc/2SK7crq5/4g.png
PMP floating bridge,destroyed,3,Engineering Vehicles,RUS,https://i.postimg.cc/2SK7crq5/4g.png
KamAZ-5350 with EOV-3523 excavator,captured,1,Engineering Vehicles,RUS,https://i.postimg.cc/bvhJB8xz/774.png
KamAZ-5350 with EOV-3523 excavator,captured,2,Engineering Vehicles,RUS,https://i.postimg.cc/dQZQWvBp/Screenshot-8218.png
KamAZ-5350 with EOV-3523 excavator,captured,3,Engineering Vehicles,RUS,https://i.postimg.cc/T30TyPdL/Screenshot-8219.png
KamAZ-5350 with crane,destroyed,1,Engineering Vehicles,RUS,https://i.postimg.cc/zXtR3QK8/744.png
Ural-4320 Wrecker,captured,1,Engineering Vehicles,RUS,https://i.postimg.cc/SsQHDVNQ/5579.png  
9M113 Konkurs,captured,1,Anti-tank Guided Missiles,RUS,https://i.postimg.cc/1RfB2NxM/347.png
9M113 Konkurs,captured,2,Anti-tank Guided Missiles,RUS,https://i.postimg.cc/1RfB2NxM/347.png
9M113 Konkurs,captured,3,Anti-tank Guided Missiles,RUS,https://i.postimg.cc/1RfB2NxM/347.png
9М131F Metis-M1,captured,1,Anti-tank Guided Missiles,RUS,https://i.postimg.cc/kMwP5WQ0/8k.png
120mm mortar,captured,1,Mortars,RUS,https://i.postimg.cc/SKhJwYXP/4703.png
120mm mortar,captured,2,Mortars,RUS,https://i.postimg.cc/x11CC0NR/550.png
152mm 2A65 Msta-B howitzer,TB2,1,Towed Artillery,RUS,https://i.postimg.cc/prGV0k4f/Screenshot-8069.png
152mm 2A65 Msta-B howitzer,TB2,2,Towed Artillery,RUS,https://i.postimg.cc/05cN22jz/Screenshot-8075.png
152mm 2A65 Msta-B howitzer,captured,3,Towed Artillery,RUS,https://i.postimg.cc/yYx8J43v/Screenshot-8073.png
152mm 2A65 Msta-B howitzer,captured,4,Towed Artillery,RUS,https://postimg.cc/q6CYJkkd
152mm 2S3 Akatsiya,abandoned,1,Self-propelled artillery,RUS,https://i.postimg.cc/XqKGyZDp/Screenshot-8354.png
122mm BM-21 'Grad',destroyed,1,Multiple Rocket Launchers,RUS,https://i.postimg.cc/8c0jfFn1/b6.png
122mm BM-21 'Grad',destroyed,2,Multiple Rocket Launchers,RUS,https://i.postimg.cc/B65zvHbK/b6.png
122mm BM-21 'Grad',destroyed,3,Multiple Rocket Launchers,RUS,https://i.postimg.cc/B65zvHbK/b6.png
122mm BM-21 'Grad',captured,4,Multiple Rocket Launchers,RUS,https://i.postimg.cc/xCF0twG5/b6.png
122mm BM-21 'Grad',captured,5,Multiple Rocket Launchers,RUS,https://i.postimg.cc/DZ0Q5pHc/6652.png
122mm BM-21 'Grad',captured,6,Multiple Rocket Launchers,RUS,https://i.postimg.cc/DZ0Q5pHc/6652.png
122mm BM-21 'Grad',captured,7,Multiple Rocket Launchers,RUS,https://i.postimg.cc/DZ0Q5pHc/6652.png
2K22M1 Tunguska,abandoned,1,Self-propelled Anti-Aircraft Guns,RUS,https://i.postimg.cc/9MqLyHJZ/764.png
2K22M1 Tunguska,abandoned,2,Self-propelled Anti-Aircraft Guns,RUS,https://i.postimg.cc/Qt3jK6LJ/66577.png
9K33 Osa,destroyed,1,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/xChnM7jX/n2.png 
9K33 Osa,abandoned,2,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/3RKjWRVn/6657.png
9K35 Strela-10,abandoned,1,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/rmQmjFmn/542.png
TEL (for Buk-M1-2),TB2,1,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/fTyMWpmn/5432.png
9A310M1 TELAR (for Buk-M1-2),TB2,1,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/fTyMWpmn/5432.png
9A310M1 TELAR (for Buk-M1-2),damaged,2,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/DZXDG2k3/779.png
Tor-M2,TB2,1,Surface-To-Air Missile Systems,RUS,https://i.postimg.cc/5tS4wn32/578.png
Su-30SM,ground,1,Aircraft,RUS,https://i.postimg.cc/QNPryLw9/7699.png
Su-25 strike aircraft,destroyed,1,Aircraft,RUS,https://tass.ru/armiya-i-opk/13840645
An-26 transport aircraft,destroyed,1,Aircraft,RUS,https://i.postimg.cc/R0ppMFNQ/448.png
Mi-24,destroyed,1,Helicopters,RUS,https://i.postimg.cc/x1B22Yvq/7755.png
Ka-52 'Alligator',destroyed,1,Helicopters,RUS,https://i.postimg.cc/PJGKCtCv/658.png
Ka-52 'Alligator',damaged,2,Helicopters,RUS,https://i.postimg.cc/kXX8gFLx/769.png
GAZ-66,captured,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/ncy3jWxy/55488.png
transporter-loader (for BM-27 'Uragan' MRL),destroyed,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/QNzHJ4Yk/n2.png
GAZ-3308,abandoned,1,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/cg7mbbzG
GAZ-3308,abandoned,2,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/62xczXYh
GAZ Sobol,destroyed,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png
GAZ Sobol,abandoned,2,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/87FbS5YH
Ural-4320,destroyed,1,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/5jvTwsWN
Ural-4320,destroyed,2,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/vxWKbZt6
Ural-4320,destroyed,3,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/HVgK3bT0
Ural-4320,destroyed,4,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/f3bh0QRp
Ural-4320,destroyed,5,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/YvjdC8vQ
Ural-4320,destroyed,6,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/KR09bC8Z
Ural-4320,destroyed,7,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/QdHyx61H/57.png
Ural-4320,damaged,8,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/kVDPCNz0
Ural-4320,abandoned,9,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/w12pvjgD
Ural-4320,abandoned,10,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/R0KVpG33/Screenshot-8272.png
Ural-4320,captured,11,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/hvCrKWm6/682.png
Ural-4320,captured,12,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/Z5GKzh1D/r1.png
Ural-4320,captured,13,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/pXL1Kn3v/5583.png
Ural-4320,captured,14,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/dQSXZBB2/74.png
Ural-4320,captured,15,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/Jn500txp/55799.png
Ural-43206,captured,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/pdjsnMg9/c1.png
Ural-43206,captured,2,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/1tZJGYQv/c2.png
Ural Federal,destroyed,1,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/YvcvvC98
Ural Federal,abandoned,2,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/4nNVGy79
Ural Federal,abandoned,3,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/c6Hgjz27
Armoured KamAZ 6x6,destroyed,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/rmWjR3ww/335.png
KamAZ 6x6,TB2,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/TwqThWRp/8875.png
KamAZ 6x6,destroyed,2,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/K8dLcdtV/h0.png
KamAZ 6x6,destroyed,3,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/G2Ndj56v/Screenshot-8192.png
KamAZ 6x6,destroyed,4,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/mhW4vFLD/Screenshot-8193.png
KamAZ 6x6,destroyed,5,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/MpmpyDDG/Screenshot-8209.png
KamAZ 6x6,destroyed,6,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/nc8Fg5Sz/Screenshot-8215.png
KamAZ 6x6,destroyed,7,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/jj8q1SB0/Screenshot-8210.png
KamAZ 6x6,destroyed,8,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/nzgFHwH3/Screenshot-8211.png
KamAZ 6x6,destroyed,9,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/PvG7gwYj
KamAZ 6x6,destroyed,10,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/wjDYJj9c/Screenshot-8224.png
KamAZ 6x6,destroyed,11,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/dQmFbzNj/6888.png
KamAZ 6x6,destroyed,12,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/zfp7Rm55/Screenshot-8276.png
KamAZ 6x6,destroyed,13,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/nrMnttVL/7k.png
KamAZ 6x6,destroyed,14,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png
KamAZ 6x6,destroyed,15,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/5QNwkNv8
KamAZ 6x6,destroyed,16,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/kXvznpZN/v7.png
KamAZ 6x6,destroyed,17,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/rd1xVtNS
KamAZ 6x6,destroyed,18,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/KRCMt59P
KamAZ 6x6,destroyed,19,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/hPqDmdpD/554.png
KamAZ 6x6,destroyed,20,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/hPqDmdpD/554.png
KamAZ 6x6,destroyed,21,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3RKjWRVn/6657.png
KamAZ 6x6,damaged,22,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/kGnW3KWg/880.png
KamAZ 6x6,abandoned,23,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/9F0M05Tb/Screenshot-8232.png
KamAZ 6x6,abandoned,24,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/RFmCkffg/Screenshot-8273.png
KamAZ 6x6,abandoned,25,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/zVzd9q5t
KamAZ 6x6,abandoned,26,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/Pq6cnvCm/Screenshot-8284.png
KamAZ 6x6,abandoned,27,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/bNQBNBGY/Screenshot-8285.png
KamAZ 6x6,abandoned,28,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/VS80VkP5
KamAZ 6x6,abandoned,29,"Trucks, Vehicles and Jeeps",RUS,https://postimg.cc/CznZMqFz
KamAZ 6x6,abandoned,30,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/nrFd8TnV/57.png
KamAZ 6x6,captured,31,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/Hn7xkb8m/688.png
KamAZ 6x6,captured,32,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/YSQ2ps72/r2.png
KamAZ 6x6,captured,33,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/gJ6f7NZ3/57.png
KamAZ 6x6,captured,34,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/VkXF0qmD/6599.png
KamAZ 6x6,captured,35,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/DZ0Q5pHc/6652.png
KamAZ 6x6,captured,36,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/DZ0Q5pHc/6652.png
KamAZ 6x6,captured,37,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/Bbj44g2S/5580.png
KamAZ 6x6,captured,38,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/23RZybKP/6800.png
KamAZ-6350 8x8 artillery tractor,TB2,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/VvPSc7kX/Screenshot-8070.png
KamAZ-6350 8x8 artillery tractor,TB2,2,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/br0ZYQZW/Screenshot-8071.png
KamAZ-6350 8x8 artillery tractor,captured,3,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/br6jRJWd/Screenshot-8072.png
KamAZ-6350 8x8 artillery tractor,captured,4,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/nczxh49m/Screenshot-8074.png
Unknown supply truck,TB2,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,2,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,3,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,4,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,5,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,6,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,7,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown supply truck,TB2,8,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/3wn7wzQM/686.png
Unknown vehicle,TB2,1,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/TwqThWRp/8875.png
Unknown vehicle,destroyed,2,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/cLy31D99/557.png
Unknown vehicle,destroyed,3,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/L5WpLtHC/370.png
Unknown vehicle,destroyed,4,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/v8Jyk5sf/4k.png
Unknown vehicle,destroyed,5,"Trucks, Vehicles and Jeeps",RUS,https://i.postimg.cc/v8Jyk5sf/4k.png
T-64BV,destroyed,1,Tanks,UKR,https://i.postimg.cc/mgntjg7P/763.png
T-64BV,destroyed,2,Tanks,UKR,https://i.postimg.cc/59wN4Ybq/689.png
T-64BV,destroyed,3,Tanks,UKR,https://i.postimg.cc/fWBW5NVQ/558.png
T-64BV,destroyed,4,Tanks,UKR,https://i.postimg.cc/442p3Kn8/443.png
T-64BV,destroyed,5,Tanks,UKR,https://i.postimg.cc/gjqt7JQh/445.png
T-64BV,abandoned,6,Tanks,UKR,https://i.postimg.cc/CLn96SZZ/f7.png
T-64BV,abandoned,7,Tanks,UKR,https://i.postimg.cc/rFzZ43Zg/578.png
T-64BV,abandoned,8,Tanks,UKR,https://i.postimg.cc/vBTn2B8C/467.png
T-64BV,abandoned,9,Tanks,UKR,https://i.postimg.cc/vBTn2B8C/467.png
T-64BV,abandoned,10,Tanks,UKR,https://i.postimg.cc/8Pf8WQWH/557l.png
T-64BV,abandoned,11,Tanks,UKR,https://i.postimg.cc/8Pf8WQWH/557l.png
T-64BV,abandoned,12,Tanks,UKR,https://i.postimg.cc/fTV39LBr/5570.png
